p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030610.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0536	0.0527	1.0168	0.3093	0.1857	0.0181	1.0859	0.0235	0.1641	0.01
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.3002	0.0587	5.1156	3.1280e-07	0.0319	0.0061	1.0038	0.0077	0.0346	0.0058
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.1644	0.033	4.9882	6.0953e-07	0.0531	0.0026	1.0127	0.0072	0.0572	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0815	0.0343	2.3793	0.0173	0.0353	0.0023	1.003	0.0073	0.0331	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	0.1778	0.0297	5.9961	2.0209e-09	0.0574	0.0027	1.0148	0.0073	0.0715	0.0066
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.1597	0.0303	5.2656	1.3976e-07	0.1321	0.0111	1.0683	0.0226	0.104	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	0.6625	0.0337	19.652	5.5625e-86	0.1214	0.0116	1.0973	0.0439	0.7086	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	-0.0117	0.0325	-0.3603	0.7186	0.1073	0.0442	1.1069	0.0913	0.03	0.0063
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0692	0.025	2.7648	0.0057	0.109	0.0075	1.0412	0.0113	0.0217	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0602	0.0235	-2.5623	0.0104	0.18	0.0119	1.1205	0.0224	-0.0081	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	0.0678	0.0247	2.7484	0.006	0.2041	0.0255	1.1042	0.02	0.0819	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.5373	0.0353	15.209	3.0799e-52	0.187	0.018	1.0931	0.0279	0.568	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0012	0.0253	0.0456	0.9636	0.1236	0.0129	1.0399	0.0118	-0.0139	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	-0.0433	0.0302	-1.4341	0.1515	0.1247	0.042	1.1643	0.1306	0.0314	0.0077
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.1664	0.038	4.3785	1.1948e-05	0.1504	0.0194	1.1023	0.0403	0.1232	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.1999	0.0313	6.3843	1.7218e-10	0.1843	0.033	1.0295	0.029	0.2427	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	-0.8155	0.0193	-42.1691	0.0	0.1306	0.0116	1.0758	0.0301	-0.8341	0.0109
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0587	0.0238	2.4606	0.0139	0.1719	0.0116	1.1196	0.0217	0.0064	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.071	0.0309	2.2979	0.0216	0.1857	0.0181	1.0859	0.0235	0.0641	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.1675	0.0554	-3.0201	0.0025	0.0319	0.0061	1.0038	0.0077	-0.0216	0.0058
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.1519	0.0295	-5.1492	2.6163e-07	0.0531	0.0026	1.0128	0.0072	-0.1155	0.0064
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0466	0.0306	-1.5211	0.1282	0.0353	0.0023	1.0031	0.0073	-0.037	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.0827	0.0323	-2.5578	0.0105	0.0574	0.0027	1.0149	0.0073	-0.0481	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.0866	0.0332	2.6059	0.0092	0.1321	0.0111	1.0683	0.0226	0.1709	0.0103
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	-0.1895	0.0362	-5.2341	1.6577e-07	0.1236	0.0086	1.047	0.0111	-0.0841	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	-0.0352	0.0312	-1.126	0.2602	0.1214	0.0116	1.0973	0.0439	0.044	0.0115
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.0527	0.0304	1.7339	0.0829	0.1073	0.0442	1.1069	0.0913	0.0538	0.0081
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0214	0.0246	-0.8697	0.3845	0.109	0.0076	1.0412	0.0113	6.2188e-05	0.0075
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0298	0.0262	-1.1374	0.2554	0.18	0.0119	1.1203	0.0224	-0.0393	0.0089
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030710.array-combined.sumstats.gz	-0.0713	0.0653	-1.092	0.2748	0.1789	0.0272	1.1136	0.0599	-0.1902	0.0233
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.1566	0.0358	-4.3748	1.2154e-05	0.2041	0.0255	1.1042	0.02	-0.1974	0.0086
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.0473	0.0272	-1.7382	0.0822	0.187	0.018	1.0931	0.0279	0.0077	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	-0.1198	0.0295	-4.0569	4.9722e-05	0.07	0.0071	1.0617	0.0306	-0.0337	0.0072
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	-0.0809	0.0241	-3.3544	0.0008	0.1989	0.016	1.1186	0.0262	-0.1398	0.0077
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	0.9356	0.0146	64.1939	0.0	0.2466	0.0351	1.1082	0.0314	1.0026	0.0326
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	0.0192	0.0229	0.8367	0.4028	0.2106	0.0131	1.0877	0.0209	0.0056	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	0.029	0.0564	0.5138	0.6074	0.0573	0.0498	1.0956	0.0895	-0.0069	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0251	0.0202	1.2379	0.2157	0.1236	0.0129	1.0399	0.0118	0.0723	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	0.2352	0.0366	6.4318	1.2612e-10	0.2101	0.0353	1.0777	0.0228	0.2748	0.0083
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0511	0.0278	1.8374	0.0662	0.1247	0.042	1.1643	0.1306	0.0912	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	0.108	0.0267	4.05	5.1221e-05	0.0755	0.0097	1.0088	0.0091	0.045	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0273	0.0331	-0.8255	0.4091	0.1504	0.0194	1.1023	0.0403	0.0788	0.0119
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	-0.3823	0.056	-6.8311	8.4240e-12	0.2101	0.0288	1.0434	0.0249	-0.2824	0.0178
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.2104	0.0327	-6.4386	1.2058e-10	0.1844	0.033	1.0294	0.029	-0.1007	0.0086
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030640.array-combined.sumstats.gz	-0.2423	0.0659	-3.6795	0.0002	0.2362	0.0546	1.1698	0.0816	-0.11	0.0302
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030690.array-combined.sumstats.gz	0.1884	0.1097	1.7169	0.086	0.2197	0.0419	1.1442	0.0543	0.2773	0.0278
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	-0.1051	0.0813	-1.2929	0.196	0.2137	0.0465	1.155	0.0657	0.0147	0.0269
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	0.2182	0.0525	4.1584	3.2055e-05	0.1306	0.0116	1.0759	0.0301	0.1568	0.0099
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0323	0.0262	1.2325	0.2177	0.172	0.0116	1.1194	0.0217	0.041	0.0088
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030630.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	-0.0797	0.029	-2.7532	0.0059	0.1857	0.0181	1.0859	0.0235	-0.0303	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.2571	0.0599	4.292	1.7710e-05	0.0319	0.0061	1.0038	0.0077	0.0358	0.0064
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.008	0.0298	0.2682	0.7885	0.0531	0.0026	1.0127	0.0072	-0.0122	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0276	0.0393	0.7034	0.4818	0.0353	0.0023	1.003	0.0073	-0.0086	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.0303	0.0308	-0.9846	0.3248	0.0574	0.0027	1.0148	0.0073	-0.0194	0.0059
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.0342	0.0376	0.9107	0.3625	0.1073	0.0442	1.1069	0.0913	0.089	0.0072
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0322	0.0252	1.2745	0.2025	0.109	0.0075	1.041	0.0113	-0.0058	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	0.0036	0.0272	0.133	0.8942	0.1799	0.0119	1.1205	0.0224	0.0309	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.005	0.0309	-0.1603	0.8726	0.2042	0.0255	1.1041	0.02	0.0541	0.0109
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.3644	0.0389	9.3734	7.0231e-21	0.187	0.0181	1.0931	0.0279	0.3816	0.0096
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0246	0.0263	0.9352	0.3497	0.1236	0.0129	1.0399	0.0118	0.0033	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0558	0.0379	1.4743	0.1404	0.1247	0.042	1.1643	0.1306	0.1056	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.2418	0.0604	4.0042	6.2221e-05	0.1504	0.0194	1.1022	0.0403	0.1851	0.0172
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.1227	0.0279	4.3942	1.1118e-05	0.1844	0.033	1.0293	0.029	0.1594	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	-0.1075	0.0699	-1.5382	0.124	0.1306	0.0116	1.0758	0.0301	-0.0862	0.0346
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	-0.0038	0.0276	-0.1382	0.89	0.1719	0.0116	1.1196	0.0217	-0.0319	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.1749	0.0519	3.3686	0.0008	0.1857	0.0181	1.0858	0.0235	0.1107	0.0114
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.0521	0.0649	-0.8033	0.4218	0.0319	0.0061	1.0038	0.0077	0.0088	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.0019	0.0288	0.0648	0.9484	0.053	0.0026	1.0128	0.0072	0.0079	0.0055
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0058	0.033	0.1743	0.8616	0.0353	0.0023	1.0031	0.0073	0.0011	0.0053
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.0727	0.0266	-2.7313	0.0063	0.0574	0.0027	1.0148	0.0073	-0.0399	0.0057
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0086	0.0299	0.2862	0.7747	0.1091	0.0075	1.0409	0.0113	-0.037	0.0057
